Value,,,
"2 Secret Journals of Congress, from 1775 to 1788, 4 vols",,,
"6 House Journals, 1st to 13th Congress, from 1789 to 1815, 9 vols.",,,
"15 State Papers, 2nd Session 13th Congress, 5 vols.",,,
"20 State Papers, 1st Session 14th Congress, 3 vols.",,,
"23 State Papers, 2nd 3 vols.",,,
"26 House Journal, 2nd Session 13th Congress.",,,
"27 State Papers, 3rd Session 3 vols.",,,
"30 State Papers, 1st Session, 14th Congress, 3 vols.",,,
"33 Senate and House Journals, 1st Session 14th Congress, 2 vols.",,,
"35 State Papers, 2nd Session 14th Congress, 3 vols.",,,
"38 Senate and House Journals, 2nd Session 14th Congress, 2 vols.",,,
"40 State Papers, 1st Session 15th Congress, 8 vols.",,,
"48 Senate and House Journals, 1st Session 15th Congress, 2 vols.",,,
"50 State Papers, 2nd Session 15th Congress, 8 vols.",,,
"58 Senate and House Journals, 2nd Session 15th Congress, 2 vols.",,,
"60 State Papers, 1st Session 16th Congress, 8 vols.",,,
"68 List of Pensioners, 1st Session 16th Congress.",,,
"69 Treasurer’s Accounts, 1st Session 16th Congress.",,,
"70 Senate and House Journals 1st Session 16th Congress, 2 vols.",,,
72 Report of Committees 1st Session 16th Congress.,,,
"73 State Papers, 2nd Session 16th Congress, 14 vols.",,,
"87 Treasurer’s Accounts, 2nd Session 16th Congress.",,,
"88 Senate and House Journals, 2nd Session 16th Congress, 2 vols.",,,
"90 State Papers, 1st Session 17th Congress, 14 vols.",,,
"104 Senate and House Journals, 1st Session 17th Congress, 2 vols.",,,
"106 Senate Papers, 2nd Session 17th Congress, 2 vols.",,,
"108 State Papers, 2nd Session 17th Congress, 10 vols.",,,
"118 Senate and House Journals, 2nd Session 17th Congress, 2 vols.",,,
"120 Reports of Committees, 2nd Session 17th Congress, 2 vols.",,,
"122 State Papers, 1st Session 18th Congress, 12 vols.",,,
"134 Senate and House Journals, 1st Session 18th Congress, 2 vols.",,,
"136 Report of Committees, 1st Session 18th Congress, 2 vols.",,,
"138 State Papers, 2nd Session 18th Congress, 8 vols.",,,
"146 Senate Document, 2nd Session 18th Congress, 4 vols. Second volume missing.",,,
"149 Reports of Committees, 2nd Session 18th Congres, 2 vols.",,,
"151 Senate and House Journals, 2nd Session 18th Congress, 2 vols.",,,
"153 State Papers, 1st Session 19th Congress, 10 vols.",,,
"163 Senate Document, 1st Session 19th Congress, 5 vols.",,,
"168 Senate and House Journals, 1st Session 19th Congress, 2 vols.",,,
"170 Report of Committees, 1st Session 19th Congress, 2 vols.",,,
"172 State Papers, 2nd Session 19th Congress, 10 vols.",,,
"182 Senate Document, 2nd Session 19th Congress, 3 vols.",,,
"185 Reports of Commitees, 2nd Session 19th Congress, 3 vols.",,,
"188 Senate and House Journals, 2nd Session 19th Congress, 2 vols. ",,,
"190 State Papers, 1st Session 21st Congress, 4 vols.",,,
"194 Senate Document, 1st Session 21st Congress, 2 vols.",,,
"196 Reports of Committees, 1st session 21st Congess, 3 vols.",,,
"199 Senate and House Jounals 1st Session 21st Congress, 2 vols.",,,
"201 Executive Documents, 2nd session 21st Congess, 4 vols.",,,
"205 Senate  Documents, 2nd session 21st Congess, 2 vols.",,,
"207 Reports of Committee, 2nd session 21st Congress.",,,
"208 Senate and House Journals, 2nd session 21st Congress, 2 vols.",,,
"210 Executive Documents, 1st session 22nd Congress, 6 vols.",,,
"216ee Executive Documents, Manufactures, 1st session 22nd Congress, 2 vols.",,,
"218 Senate documents, 1st Session 22nd Congress, 3 vols.",,,
"221 Reports of Committees, 1st session 22nd Congress, 5 vols.",,,
"226 Senate and House Journals, 1st Session 22nd Congress, 2 vols.",,,
"228 Exexcutive Documents, 2nd session 22nd Congress, 3 vols.",,,
"231 Senate documents, 2nd Session 22nd Congress.",,,
